"Town","Birth.Weight","Gestational.Age","Mother.s.Age","Mother.s.Race.Ethnicity","Earliest.Data.Available"
"Woodbridge","All","37 weeks or more","45 years and older","All","2014"
"Woodbridge","All","37 weeks or more","All","All","2014"
"Woodbridge","All","37 weeks or more","All","Black","2014"
"Woodbridge","All","37 weeks or more","All","Black non-Hispanic","2014"
"Woodbridge","All","37 weeks or more","All","Hispanic","2014"
"Woodbridge","All","37 weeks or more","All","Non-Hispanic","2014"
"Woodbridge","All","37 weeks or more","All","Other","2014"
"Woodbridge","All","37 weeks or more","All","Other non-Hispanic","2014"
"Woodbridge","All","37 weeks or more","All","Unknown Ethnicity","2012-2014"
"Woodbridge","All","37 weeks or more","All","Unknown Race","2012-2014"
"Woodbridge","All","37 weeks or more","All","Unknown Race/Ethnicity","2012-2014"
"Woodbridge","All","37 weeks or more","All","White","2014"
"Woodbridge","All","37 weeks or more","All","White non-Hispanic","2014"
"Woodbridge","All","37 weeks or more","Unknown","All",NA
"Woodbridge","All","All","0 to 14 years","All",NA
"Woodbridge","All","All","15 to 19 years","All","2014"
"Woodbridge","All","All","20 to 24 years","All","2014"
"Woodbridge","All","All","25 to 29 years","All","2014"
"Woodbridge","All","All","30 to 34 years","All","2014"
"Woodbridge","All","All","35 to 39 years","All","2014"
"Woodbridge","All","All","40 to 44 years","All","2014"
"Woodbridge","All","All","45 years and older","All","2014"
"Woodbridge","All","All","All","All","2014"
"Woodbridge","All","All","All","Black","2014"
"Woodbridge","All","All","All","Black non-Hispanic","2014"
"Woodbridge","All","All","All","Hispanic","2014"
"Woodbridge","All","All","All","Non-Hispanic","2014"
"Woodbridge","All","All","All","Other","2014"
"Woodbridge","All","All","All","Other non-Hispanic","2014"
"Woodbridge","All","All","All","Unknown Ethnicity","2012-2014"
"Woodbridge","All","All","All","Unknown Race","2012-2014"
"Woodbridge","All","All","All","Unknown Race/Ethnicity","2012-2014"
"Woodbridge","All","All","All","White","2014"
"Woodbridge","All","All","All","White non-Hispanic","2014"
"Woodbridge","All","All","Unknown","All",NA
"Woodbridge","All","Gestational age unknown","0 to 14 years","All",NA
"Woodbridge","All","Gestational age unknown","15 to 19 years","All",NA
"Woodbridge","All","Gestational age unknown","20 to 24 years","All",NA
"Woodbridge","All","Gestational age unknown","25 to 29 years","All","2010-2014"
"Woodbridge","All","Gestational age unknown","30 to 34 years","All",NA
"Woodbridge","All","Gestational age unknown","35 to 39 years","All",NA
"Woodbridge","All","Gestational age unknown","40 to 44 years","All",NA
"Woodbridge","All","Gestational age unknown","45 years and older","All",NA
"Woodbridge","All","Gestational age unknown","All","All","2010-2014"
"Woodbridge","All","Gestational age unknown","All","Black",NA
"Woodbridge","All","Gestational age unknown","All","Black non-Hispanic",NA
"Woodbridge","All","Gestational age unknown","All","Hispanic",NA
"Woodbridge","All","Gestational age unknown","All","Non-Hispanic",NA
"Woodbridge","All","Gestational age unknown","All","Other",NA
"Woodbridge","All","Gestational age unknown","All","Other non-Hispanic",NA
"Woodbridge","All","Gestational age unknown","All","Unknown Ethnicity","2010-2014"
"Woodbridge","All","Gestational age unknown","All","Unknown Race","2010-2014"
"Woodbridge","All","Gestational age unknown","All","Unknown Race/Ethnicity","2010-2014"
"Woodbridge","All","Gestational age unknown","All","White",NA
"Woodbridge","All","Gestational age unknown","All","White non-Hispanic",NA
"Woodbridge","All","Gestational age unknown","Unknown","All",NA
"Woodbridge","All","Less than 37 weeks","0 to 14 years","All",NA
"Woodbridge","All","Less than 37 weeks","15 to 19 years","All",NA
"Woodbridge","All","Less than 37 weeks","20 to 24 years","All","2012-2014"
"Woodbridge","All","Less than 37 weeks","25 to 29 years","All","2010-2014"
"Woodbridge","All","Less than 37 weeks","30 to 34 years","All","2014"
"Woodbridge","All","Less than 37 weeks","35 to 39 years","All","2012-2014"
"Woodbridge","All","Less than 37 weeks","40 to 44 years","All","2014"
"Woodbridge","All","Less than 37 weeks","45 years and older","All",NA
"Woodbridge","All","Less than 37 weeks","All","All","2014"
"Woodbridge","All","Less than 37 weeks","All","Black","2014"
"Woodbridge","All","Less than 37 weeks","All","Black non-Hispanic","2014"
"Woodbridge","All","Less than 37 weeks","All","Hispanic","2012-2014"
"Woodbridge","All","Less than 37 weeks","All","Non-Hispanic","2014"
"Woodbridge","All","Less than 37 weeks","All","Other","2012-2014"
"Woodbridge","All","Less than 37 weeks","All","Other non-Hispanic","2012-2014"
"Woodbridge","All","Less than 37 weeks","All","Unknown Ethnicity",NA
"Woodbridge","All","Less than 37 weeks","All","Unknown Race",NA
"Woodbridge","All","Less than 37 weeks","All","Unknown Race/Ethnicity",NA
"Woodbridge","All","Less than 37 weeks","All","White","2014"
"Woodbridge","All","Less than 37 weeks","All","White non-Hispanic","2014"
"Woodbridge","All","Less than 37 weeks","Unknown","All",NA
"Woodbridge","Low Birth Weight (under 2500 grams)","All","0 to 14 years","All",NA
"Woodbridge","Low Birth Weight (under 2500 grams)","All","15 to 19 years","All",NA
"Woodbridge","Low Birth Weight (under 2500 grams)","All","20 to 24 years","All","2012-2014"
"Woodbridge","Low Birth Weight (under 2500 grams)","All","25 to 29 years","All","2012-2014"
"Woodbridge","Low Birth Weight (under 2500 grams)","All","30 to 34 years","All","2014"
"Woodbridge","Low Birth Weight (under 2500 grams)","All","35 to 39 years","All","2012-2014"
"Woodbridge","Low Birth Weight (under 2500 grams)","All","40 to 44 years","All","2012-2014"
"Woodbridge","Low Birth Weight (under 2500 grams)","All","45 years and older","All",NA
"Woodbridge","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Woodbridge","Low Birth Weight (under 2500 grams)","All","All","Black","2014"
"Woodbridge","Low Birth Weight (under 2500 grams)","All","All","Black non-Hispanic","2014"
"Woodbridge","Low Birth Weight (under 2500 grams)","All","All","Hispanic",NA
"Woodbridge","Low Birth Weight (under 2500 grams)","All","All","Non-Hispanic","2014"
"Woodbridge","Low Birth Weight (under 2500 grams)","All","All","Other","2012-2014"
"Woodbridge","Low Birth Weight (under 2500 grams)","All","All","Other non-Hispanic","2012-2014"
"Woodbridge","Low Birth Weight (under 2500 grams)","All","All","Unknown Ethnicity",NA
"Woodbridge","Low Birth Weight (under 2500 grams)","All","All","Unknown Race",NA
"Woodbridge","Low Birth Weight (under 2500 grams)","All","All","Unknown Race/Ethnicity",NA
"Woodbridge","Low Birth Weight (under 2500 grams)","All","All","White","2014"
"Woodbridge","Low Birth Weight (under 2500 grams)","All","All","White non-Hispanic","2014"
"Woodbridge","Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Woodbridge","Very Low Birth Weight (under 1500 grams)","All","0 to 14 years","All",NA
"Woodbridge","Very Low Birth Weight (under 1500 grams)","All","15 to 19 years","All",NA
"Woodbridge","Very Low Birth Weight (under 1500 grams)","All","20 to 24 years","All","2010-2014"
"Woodbridge","Very Low Birth Weight (under 1500 grams)","All","25 to 29 years","All",NA
"Woodbridge","Very Low Birth Weight (under 1500 grams)","All","30 to 34 years","All","2014"
"Woodbridge","Very Low Birth Weight (under 1500 grams)","All","35 to 39 years","All","2010-2014"
"Woodbridge","Very Low Birth Weight (under 1500 grams)","All","40 to 44 years","All",NA
"Woodbridge","Very Low Birth Weight (under 1500 grams)","All","45 years and older","All",NA
"Woodbridge","Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"Woodbridge","Very Low Birth Weight (under 1500 grams)","All","All","Black","2014"
"Woodbridge","Very Low Birth Weight (under 1500 grams)","All","All","Black non-Hispanic","2014"
"Woodbridge","Very Low Birth Weight (under 1500 grams)","All","All","Hispanic",NA
"Woodbridge","Very Low Birth Weight (under 1500 grams)","All","All","Non-Hispanic","2014"
"Woodbridge","Very Low Birth Weight (under 1500 grams)","All","All","Other",NA
"Woodbridge","Very Low Birth Weight (under 1500 grams)","All","All","Other non-Hispanic",NA
"Woodbridge","Very Low Birth Weight (under 1500 grams)","All","All","Unknown Ethnicity",NA
"Woodbridge","Very Low Birth Weight (under 1500 grams)","All","All","Unknown Race",NA
"Woodbridge","Very Low Birth Weight (under 1500 grams)","All","All","Unknown Race/Ethnicity",NA
"Woodbridge","Very Low Birth Weight (under 1500 grams)","All","All","White","2014"
"Woodbridge","Very Low Birth Weight (under 1500 grams)","All","All","White non-Hispanic","2014"
"Woodbridge","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Woodbury","All","37 weeks or more","0 to 14 years","All",NA
"Woodbury","All","37 weeks or more","15 to 19 years","All","2014"
"Woodbury","All","37 weeks or more","20 to 24 years","All","2014"
"Woodbury","All","37 weeks or more","25 to 29 years","All","2014"
"Woodbury","All","37 weeks or more","30 to 34 years","All","2014"
"Woodbury","All","37 weeks or more","35 to 39 years","All","2014"
"Woodbury","All","37 weeks or more","40 to 44 years","All","2014"
"Woodbury","All","37 weeks or more","45 years and older","All","2012-2014"
"Woodbury","All","37 weeks or more","All","All","2014"
"Woodbury","All","37 weeks or more","All","Black","2012-2014"
"Woodbury","All","37 weeks or more","All","Black non-Hispanic","2012-2014"
"Woodbury","All","37 weeks or more","All","Hispanic","2014"
"Woodbury","All","37 weeks or more","All","Non-Hispanic","2014"
"Woodbury","All","37 weeks or more","All","Other","2012-2014"
"Woodbury","All","37 weeks or more","All","Other non-Hispanic","2012-2014"
"Woodbury","All","37 weeks or more","All","Unknown Ethnicity",NA
"Woodbury","All","37 weeks or more","All","Unknown Race",NA
"Woodbury","All","37 weeks or more","All","Unknown Race/Ethnicity",NA
"Woodbury","All","37 weeks or more","All","White","2014"
"Woodbury","All","37 weeks or more","All","White non-Hispanic","2014"
"Woodbury","All","37 weeks or more","Unknown","All",NA
"Woodbury","All","All","0 to 14 years","All",NA
"Woodbury","All","All","15 to 19 years","All","2014"
"Woodbury","All","All","20 to 24 years","All","2014"
"Woodbury","All","All","25 to 29 years","All","2014"
"Woodbury","All","All","30 to 34 years","All","2014"
"Woodbury","All","All","35 to 39 years","All","2014"
"Woodbury","All","All","40 to 44 years","All","2014"
"Woodbury","All","All","45 years and older","All","2012-2014"
"Woodbury","All","All","All","All","2014"
"Woodbury","All","All","All","Black","2012-2014"
"Woodbury","All","All","All","Black non-Hispanic","2012-2014"
"Woodbury","All","All","All","Hispanic","2014"
"Woodbury","All","All","All","Non-Hispanic","2014"
"Woodbury","All","All","All","Other","2012-2014"
"Woodbury","All","All","All","Other non-Hispanic","2012-2014"
"Woodbury","All","All","All","Unknown Ethnicity","2010-2014"
"Woodbury","All","All","All","Unknown Race",NA
"Woodbury","All","All","All","Unknown Race/Ethnicity","2010-2014"
"Woodbury","All","All","All","White","2014"
"Woodbury","All","All","All","White non-Hispanic","2014"
"Woodbury","All","All","Unknown","All",NA
"Woodbury","All","Gestational age unknown","0 to 14 years","All",NA
"Woodbury","All","Gestational age unknown","15 to 19 years","All",NA
"Woodbury","All","Gestational age unknown","20 to 24 years","All",NA
"Woodbury","All","Gestational age unknown","25 to 29 years","All",NA
"Woodbury","All","Gestational age unknown","30 to 34 years","All",NA
"Woodbury","All","Gestational age unknown","35 to 39 years","All","2010-2014"
"Woodbury","All","Gestational age unknown","40 to 44 years","All",NA
"Woodbury","All","Gestational age unknown","45 years and older","All",NA
"Woodbury","All","Gestational age unknown","All","All","2010-2014"
"Woodbury","All","Gestational age unknown","All","Black","2010-2014"
"Woodbury","All","Gestational age unknown","All","Black non-Hispanic",NA
"Woodbury","All","Gestational age unknown","All","Hispanic",NA
"Woodbury","All","Gestational age unknown","All","Non-Hispanic",NA
"Woodbury","All","Gestational age unknown","All","Other",NA
"Woodbury","All","Gestational age unknown","All","Other non-Hispanic",NA
"Woodbury","All","Gestational age unknown","All","Unknown Ethnicity","2010-2014"
"Woodbury","All","Gestational age unknown","All","Unknown Race",NA
"Woodbury","All","Gestational age unknown","All","Unknown Race/Ethnicity","2010-2014"
"Woodbury","All","Gestational age unknown","All","White",NA
"Woodbury","All","Gestational age unknown","All","White non-Hispanic",NA
"Woodbury","All","Gestational age unknown","Unknown","All",NA
"Woodbury","All","Less than 37 weeks","0 to 14 years","All",NA
"Woodbury","All","Less than 37 weeks","15 to 19 years","All","2010-2014"
"Woodbury","All","Less than 37 weeks","20 to 24 years","All","2010-2014"
"Woodbury","All","Less than 37 weeks","25 to 29 years","All","2012-2014"
"Woodbury","All","Less than 37 weeks","30 to 34 years","All","2012-2014"
"Woodbury","All","Less than 37 weeks","35 to 39 years","All","2014"
"Woodbury","All","Less than 37 weeks","40 to 44 years","All",NA
"Woodbury","All","Less than 37 weeks","45 years and older","All",NA
"Woodbury","All","Less than 37 weeks","All","All","2014"
"Woodbury","All","Less than 37 weeks","All","Black",NA
"Woodbury","All","Less than 37 weeks","All","Black non-Hispanic",NA
"Woodbury","All","Less than 37 weeks","All","Hispanic","2012-2014"
"Woodbury","All","Less than 37 weeks","All","Non-Hispanic","2014"
"Woodbury","All","Less than 37 weeks","All","Other","2010-2014"
"Woodbury","All","Less than 37 weeks","All","Other non-Hispanic","2010-2014"
"Woodbury","All","Less than 37 weeks","All","Unknown Ethnicity",NA
"Woodbury","All","Less than 37 weeks","All","Unknown Race",NA
"Woodbury","All","Less than 37 weeks","All","Unknown Race/Ethnicity",NA
"Woodbury","All","Less than 37 weeks","All","White","2014"
"Woodbury","All","Less than 37 weeks","All","White non-Hispanic","2014"
"Woodbury","All","Less than 37 weeks","Unknown","All",NA
"Woodbury","Low Birth Weight (under 2500 grams)","All","0 to 14 years","All",NA
"Woodbury","Low Birth Weight (under 2500 grams)","All","15 to 19 years","All",NA
"Woodbury","Low Birth Weight (under 2500 grams)","All","20 to 24 years","All","2010-2014"
"Woodbury","Low Birth Weight (under 2500 grams)","All","25 to 29 years","All","2012-2014"
"Woodbury","Low Birth Weight (under 2500 grams)","All","30 to 34 years","All","2014"
"Woodbury","Low Birth Weight (under 2500 grams)","All","35 to 39 years","All","2014"
"Woodbury","Low Birth Weight (under 2500 grams)","All","40 to 44 years","All",NA
"Woodbury","Low Birth Weight (under 2500 grams)","All","45 years and older","All","2010-2014"
"Woodbury","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Woodbury","Low Birth Weight (under 2500 grams)","All","All","Black",NA
"Woodbury","Low Birth Weight (under 2500 grams)","All","All","Black non-Hispanic",NA
"Woodbury","Low Birth Weight (under 2500 grams)","All","All","Hispanic","2012-2014"
"Woodbury","Low Birth Weight (under 2500 grams)","All","All","Non-Hispanic","2014"
"Woodbury","Low Birth Weight (under 2500 grams)","All","All","Other","2010-2014"
"Woodbury","Low Birth Weight (under 2500 grams)","All","All","Other non-Hispanic","2010-2014"
"Woodbury","Low Birth Weight (under 2500 grams)","All","All","Unknown Ethnicity",NA
"Woodbury","Low Birth Weight (under 2500 grams)","All","All","Unknown Race",NA
"Woodbury","Low Birth Weight (under 2500 grams)","All","All","Unknown Race/Ethnicity",NA
"Woodbury","Low Birth Weight (under 2500 grams)","All","All","White","2014"
