"Town","FIPS","Birth.Weight","Gestational.Age","Initiation.of.Prenatal.Care","Smoking.During.Pregnancy","Earliest.Data.Available"
"Suffield",900374540,"Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Thomaston",900575730,"All","37 weeks or more","All","All","2014"
"Thomaston",900575730,"All","37 weeks or more","All","No","2014"
"Thomaston",900575730,"All","37 weeks or more","All","Unknown",NA
"Thomaston",900575730,"All","37 weeks or more","All","Yes","2014"
"Thomaston",900575730,"All","37 weeks or more","First Trimester","All","2014"
"Thomaston",900575730,"All","37 weeks or more","None","All",NA
"Thomaston",900575730,"All","37 weeks or more","Second Trimester","All","2014"
"Thomaston",900575730,"All","37 weeks or more","Third Trimester","All","2012-2014"
"Thomaston",900575730,"All","37 weeks or more","Unknown","All","2010-2014"
"Thomaston",900575730,"All","All","All","All","2014"
"Thomaston",900575730,"All","All","All","No","2014"
"Thomaston",900575730,"All","All","All","Unknown",NA
"Thomaston",900575730,"All","All","All","Yes","2014"
"Thomaston",900575730,"All","All","First Trimester","All","2014"
"Thomaston",900575730,"All","All","None","All",NA
"Thomaston",900575730,"All","All","Second Trimester","All","2014"
"Thomaston",900575730,"All","All","Third Trimester","All","2012-2014"
"Thomaston",900575730,"All","All","Unknown","All","2010-2014"
"Thomaston",900575730,"All","Gestational age unknown","All","All",NA
"Thomaston",900575730,"All","Gestational age unknown","All","No",NA
"Thomaston",900575730,"All","Gestational age unknown","All","Unknown",NA
"Thomaston",900575730,"All","Gestational age unknown","All","Yes",NA
"Thomaston",900575730,"All","Gestational age unknown","First Trimester","All",NA
"Thomaston",900575730,"All","Gestational age unknown","None","All",NA
"Thomaston",900575730,"All","Gestational age unknown","Second Trimester","All",NA
"Thomaston",900575730,"All","Gestational age unknown","Third Trimester","All",NA
"Thomaston",900575730,"All","Gestational age unknown","Unknown","All",NA
"Thomaston",900575730,"All","Less than 37 weeks","All","All","2014"
"Thomaston",900575730,"All","Less than 37 weeks","All","No","2014"
"Thomaston",900575730,"All","Less than 37 weeks","All","Unknown",NA
"Thomaston",900575730,"All","Less than 37 weeks","All","Yes","2012-2014"
"Thomaston",900575730,"All","Less than 37 weeks","First Trimester","All","2014"
"Thomaston",900575730,"All","Less than 37 weeks","None","All",NA
"Thomaston",900575730,"All","Less than 37 weeks","Second Trimester","All","2014"
"Thomaston",900575730,"All","Less than 37 weeks","Third Trimester","All",NA
"Thomaston",900575730,"All","Less than 37 weeks","Unknown","All",NA
"Thomaston",900575730,"Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Thomaston",900575730,"Low Birth Weight (under 2500 grams)","All","All","No","2014"
"Thomaston",900575730,"Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Thomaston",900575730,"Low Birth Weight (under 2500 grams)","All","All","Yes","2014"
"Thomaston",900575730,"Low Birth Weight (under 2500 grams)","All","First Trimester","All","2014"
"Thomaston",900575730,"Low Birth Weight (under 2500 grams)","All","None","All",NA
"Thomaston",900575730,"Low Birth Weight (under 2500 grams)","All","Second Trimester","All","2012-2014"
"Thomaston",900575730,"Low Birth Weight (under 2500 grams)","All","Third Trimester","All",NA
"Thomaston",900575730,"Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Thomaston",900575730,"Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"Thomaston",900575730,"Very Low Birth Weight (under 1500 grams)","All","All","No","2014"
"Thomaston",900575730,"Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Thomaston",900575730,"Very Low Birth Weight (under 1500 grams)","All","All","Yes",NA
"Thomaston",900575730,"Very Low Birth Weight (under 1500 grams)","All","First Trimester","All","2014"
"Thomaston",900575730,"Very Low Birth Weight (under 1500 grams)","All","None","All",NA
"Thomaston",900575730,"Very Low Birth Weight (under 1500 grams)","All","Second Trimester","All","2010-2014"
"Thomaston",900575730,"Very Low Birth Weight (under 1500 grams)","All","Third Trimester","All",NA
"Thomaston",900575730,"Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Thompson",901575870,"All","37 weeks or more","All","All","2014"
"Thompson",901575870,"All","37 weeks or more","All","No","2014"
"Thompson",901575870,"All","37 weeks or more","All","Unknown","2012-2014"
"Thompson",901575870,"All","37 weeks or more","All","Yes","2014"
"Thompson",901575870,"All","37 weeks or more","First Trimester","All","2014"
"Thompson",901575870,"All","37 weeks or more","None","All",NA
"Thompson",901575870,"All","37 weeks or more","Second Trimester","All","2014"
"Thompson",901575870,"All","37 weeks or more","Third Trimester","All","2014"
"Thompson",901575870,"All","37 weeks or more","Unknown","All","2012-2014"
"Thompson",901575870,"All","All","All","All","2014"
"Thompson",901575870,"All","All","All","No","2014"
"Thompson",901575870,"All","All","All","Unknown","2012-2014"
"Thompson",901575870,"All","All","All","Yes","2014"
"Thompson",901575870,"All","All","First Trimester","All","2014"
"Thompson",901575870,"All","All","None","All",NA
"Thompson",901575870,"All","All","Second Trimester","All","2014"
"Thompson",901575870,"All","All","Third Trimester","All","2014"
"Thompson",901575870,"All","All","Unknown","All","2012-2014"
"Thompson",901575870,"All","Gestational age unknown","All","All","2012-2014"
"Thompson",901575870,"All","Gestational age unknown","All","No","2012-2014"
"Thompson",901575870,"All","Gestational age unknown","All","Unknown",NA
"Thompson",901575870,"All","Gestational age unknown","All","Yes","2010-2014"
"Thompson",901575870,"All","Gestational age unknown","First Trimester","All",NA
"Thompson",901575870,"All","Gestational age unknown","None","All",NA
"Thompson",901575870,"All","Gestational age unknown","Second Trimester","All",NA
"Thompson",901575870,"All","Gestational age unknown","Third Trimester","All",NA
"Thompson",901575870,"All","Gestational age unknown","Unknown","All","2012-2014"
"Thompson",901575870,"All","Less than 37 weeks","All","All","2014"
"Thompson",901575870,"All","Less than 37 weeks","All","No","2014"
"Thompson",901575870,"All","Less than 37 weeks","All","Unknown",NA
"Thompson",901575870,"All","Less than 37 weeks","All","Yes","2014"
"Thompson",901575870,"All","Less than 37 weeks","First Trimester","All","2014"
"Thompson",901575870,"All","Less than 37 weeks","None","All",NA
"Thompson",901575870,"All","Less than 37 weeks","Second Trimester","All","2010-2014"
"Thompson",901575870,"All","Less than 37 weeks","Third Trimester","All",NA
"Thompson",901575870,"All","Less than 37 weeks","Unknown","All","2012-2014"
"Thompson",901575870,"Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Thompson",901575870,"Low Birth Weight (under 2500 grams)","All","All","No","2014"
"Thompson",901575870,"Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Thompson",901575870,"Low Birth Weight (under 2500 grams)","All","All","Yes","2014"
"Thompson",901575870,"Low Birth Weight (under 2500 grams)","All","First Trimester","All","2014"
"Thompson",901575870,"Low Birth Weight (under 2500 grams)","All","None","All",NA
"Thompson",901575870,"Low Birth Weight (under 2500 grams)","All","Second Trimester","All","2014"
"Thompson",901575870,"Low Birth Weight (under 2500 grams)","All","Third Trimester","All",NA
"Thompson",901575870,"Low Birth Weight (under 2500 grams)","All","Unknown","All","2012-2014"
"Thompson",901575870,"Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"Thompson",901575870,"Very Low Birth Weight (under 1500 grams)","All","All","No","2014"
"Thompson",901575870,"Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Thompson",901575870,"Very Low Birth Weight (under 1500 grams)","All","All","Yes",NA
"Thompson",901575870,"Very Low Birth Weight (under 1500 grams)","All","First Trimester","All","2014"
"Thompson",901575870,"Very Low Birth Weight (under 1500 grams)","All","None","All",NA
"Thompson",901575870,"Very Low Birth Weight (under 1500 grams)","All","Second Trimester","All","2010-2014"
"Thompson",901575870,"Very Low Birth Weight (under 1500 grams)","All","Third Trimester","All",NA
"Thompson",901575870,"Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Tolland",901376290,"All","37 weeks or more","All","All","2014"
"Tolland",901376290,"All","37 weeks or more","All","No","2014"
"Tolland",901376290,"All","37 weeks or more","All","Unknown",NA
"Tolland",901376290,"All","37 weeks or more","All","Yes","2014"
"Tolland",901376290,"All","37 weeks or more","First Trimester","All","2014"
"Tolland",901376290,"All","37 weeks or more","None","All",NA
"Tolland",901376290,"All","37 weeks or more","Second Trimester","All","2014"
"Tolland",901376290,"All","37 weeks or more","Third Trimester","All","2014"
"Tolland",901376290,"All","37 weeks or more","Unknown","All","2012-2014"
"Tolland",901376290,"All","All","All","All","2014"
"Tolland",901376290,"All","All","All","No","2014"
"Tolland",901376290,"All","All","All","Unknown",NA
"Tolland",901376290,"All","All","All","Yes","2014"
"Tolland",901376290,"All","All","First Trimester","All","2014"
"Tolland",901376290,"All","All","None","All",NA
"Tolland",901376290,"All","All","Second Trimester","All","2014"
"Tolland",901376290,"All","All","Third Trimester","All","2014"
"Tolland",901376290,"All","All","Unknown","All","2012-2014"
"Tolland",901376290,"All","Gestational age unknown","All","All",NA
"Tolland",901376290,"All","Gestational age unknown","All","No",NA
"Tolland",901376290,"All","Gestational age unknown","All","Unknown",NA
"Tolland",901376290,"All","Gestational age unknown","All","Yes",NA
"Tolland",901376290,"All","Gestational age unknown","First Trimester","All",NA
"Tolland",901376290,"All","Gestational age unknown","None","All",NA
"Tolland",901376290,"All","Gestational age unknown","Second Trimester","All",NA
"Tolland",901376290,"All","Gestational age unknown","Third Trimester","All",NA
"Tolland",901376290,"All","Gestational age unknown","Unknown","All",NA
"Tolland",901376290,"All","Less than 37 weeks","All","All","2014"
"Tolland",901376290,"All","Less than 37 weeks","All","No","2014"
"Tolland",901376290,"All","Less than 37 weeks","All","Unknown",NA
"Tolland",901376290,"All","Less than 37 weeks","All","Yes","2014"
"Tolland",901376290,"All","Less than 37 weeks","First Trimester","All","2014"
"Tolland",901376290,"All","Less than 37 weeks","None","All",NA
"Tolland",901376290,"All","Less than 37 weeks","Second Trimester","All","2014"
"Tolland",901376290,"All","Less than 37 weeks","Third Trimester","All","2014"
"Tolland",901376290,"All","Less than 37 weeks","Unknown","All","2012-2014"
"Tolland",901376290,"Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Tolland",901376290,"Low Birth Weight (under 2500 grams)","All","All","No","2014"
"Tolland",901376290,"Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Tolland",901376290,"Low Birth Weight (under 2500 grams)","All","All","Yes","2014"
"Tolland",901376290,"Low Birth Weight (under 2500 grams)","All","First Trimester","All","2014"
"Tolland",901376290,"Low Birth Weight (under 2500 grams)","All","None","All",NA
"Tolland",901376290,"Low Birth Weight (under 2500 grams)","All","Second Trimester","All","2012-2014"
"Tolland",901376290,"Low Birth Weight (under 2500 grams)","All","Third Trimester","All","2014"
"Tolland",901376290,"Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Tolland",901376290,"Very Low Birth Weight (under 1500 grams)","All","All","All","2012-2014"
"Tolland",901376290,"Very Low Birth Weight (under 1500 grams)","All","All","No","2012-2014"
"Tolland",901376290,"Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Tolland",901376290,"Very Low Birth Weight (under 1500 grams)","All","All","Yes",NA
"Tolland",901376290,"Very Low Birth Weight (under 1500 grams)","All","First Trimester","All","2012-2014"
"Tolland",901376290,"Very Low Birth Weight (under 1500 grams)","All","None","All",NA
"Tolland",901376290,"Very Low Birth Weight (under 1500 grams)","All","Second Trimester","All",NA
"Tolland",901376290,"Very Low Birth Weight (under 1500 grams)","All","Third Trimester","All",NA
"Tolland",901376290,"Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Torrington",900576570,"All","37 weeks or more","All","All","2014"
"Torrington",900576570,"All","37 weeks or more","All","No","2014"
"Torrington",900576570,"All","37 weeks or more","All","Unknown","2012-2014"
"Torrington",900576570,"All","37 weeks or more","All","Yes","2014"
"Torrington",900576570,"All","37 weeks or more","First Trimester","All","2014"
"Torrington",900576570,"All","37 weeks or more","None","All","2014"
"Torrington",900576570,"All","37 weeks or more","Second Trimester","All","2014"
"Torrington",900576570,"All","37 weeks or more","Third Trimester","All","2014"
"Torrington",900576570,"All","37 weeks or more","Unknown","All","2012-2014"
"Torrington",900576570,"All","All","All","All","2014"
"Torrington",900576570,"All","All","All","No","2014"
"Torrington",900576570,"All","All","All","Unknown","2012-2014"
"Torrington",900576570,"All","All","All","Yes","2014"
"Torrington",900576570,"All","All","First Trimester","All","2014"
"Torrington",900576570,"All","All","None","All","2014"
"Torrington",900576570,"All","All","Second Trimester","All","2014"
"Torrington",900576570,"All","All","Third Trimester","All","2014"
"Torrington",900576570,"All","All","Unknown","All","2012-2014"
"Torrington",900576570,"All","Gestational age unknown","All","All","2014"
"Torrington",900576570,"All","Gestational age unknown","All","No","2014"
"Torrington",900576570,"All","Gestational age unknown","All","Unknown","2012-2014"
"Torrington",900576570,"All","Gestational age unknown","All","Yes",NA
"Torrington",900576570,"All","Gestational age unknown","First Trimester","All","2014"
"Torrington",900576570,"All","Gestational age unknown","None","All","2012-2014"
"Torrington",900576570,"All","Gestational age unknown","Second Trimester","All",NA
"Torrington",900576570,"All","Gestational age unknown","Third Trimester","All","2012-2014"
"Torrington",900576570,"All","Gestational age unknown","Unknown","All","2010-2014"
"Torrington",900576570,"All","Less than 37 weeks","All","All","2014"
"Torrington",900576570,"All","Less than 37 weeks","All","No","2014"
"Torrington",900576570,"All","Less than 37 weeks","All","Unknown",NA
"Torrington",900576570,"All","Less than 37 weeks","All","Yes","2014"
